Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL,Year
2017-05-10,Lust For Life,Lana Del Rey Featuring The Weeknd,21,36.0,21,2.0,,2017
2025-06-11,Luther,Kendrick Lamar & SZA,24,4.0,12,,,2025
2016-10-12,Luv,Tory Lanez,33,33.0,5,,,2016
2022-12-14,Lux Aeterna,Metallica,48,8.0,8,2.0,https://charts-static.billboard.com/img/2022/12/metallica-dcc-luxaeterna-qa1-180x180.jpg,2022
2006-01-04,Luxurious,Gwen Stefani,43,38.0,22,8.0,,2006
2016-07-20,M.I.L.F. $,Fergie,5,5.0,1,,https://charts-static.billboard.com/img/2016/07/fergie-1jy-milf-8nf-180x180.jpg,2016
2018-12-12,MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,26,13.0,13,2.0,https://charts-static.billboard.com/img/2017/12/tekashi-6ix9ine-4dg-180x180.jpg,2018
2022-03-09,MAMIII,Becky G X Karol G,38,28.0,14,3.0,https://charts-static.billboard.com/img/2022/02/becky-g-v9i-mamiii-azv-180x180.jpg,2022
2019-08-28,ME!,Taylor Swift Featuring Brendon Urie,26,40.0,1,16.0,,2019
2019-07-03,MEGATRON,Nicki Minaj,3,3.0,1,,,2019
2022-10-05,MIA,Bad Bunny Featuring Drake,35,4.0,6,,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg,2022
2018-09-05,MIC Drop,BTS Featuring Desiigner,40,4.0,2,,https://charts-static.billboard.com/img/2017/10/bts-hm9-micdrop-4q3-180x180.jpg,2018
2018-11-14,Machine,Imagine Dragons,46,46.0,1,,,2018
2009-04-22,Mad,Ne-Yo,50,37.0,17,14.0,,2009
2018-02-28,Mad Love,Sean Paul + David Guetta Featuring Becky G,33,33.0,1,,,2018
2009-06-10,Mad World,Adam Lambert,21,7.0,7,2.0,,2009
2009-04-22,Mad World,Michael Andrews Featuring Gary Jules,36,16.0,5,,,2009
2021-09-29,Made,Spencer Crandall,23,23.0,1,,https://charts-static.billboard.com/img/2021/10/spencercrandall-y0z-made-yo4-180x180.jpg,2021
2024-05-29,Made For Me,Muni Long,21,8.0,9,,https://charts-static.billboard.com/img/2024/01/munilong-baj-madeforme-gmt-180x180.jpg,2024
2018-09-05,Made For Now,Janet & Daddy Yankee,39,8.0,8,2.0,,2018
2021-05-19,Made For You,Jake Owen,47,49.0,26,3.0,,2021
2013-08-21,Made In The USA,Demi Lovato,45,45.0,1,,,2013
2023-03-22,Made You Look,Meghan Trainor,34,37.0,2,21.0,https://charts-static.billboard.com/img/2022/11/meghan-trainor-3k0-madeyoulook-3d8-180x180.jpg,2023
2013-05-15,Madness,Muse,45,38.0,29,30.0,,2013
2021-11-17,Mafia,Travis Scott,22,22.0,1,,https://charts-static.billboard.com/img/2021/11/travis-scott-a4t-mafia-n8r-180x180.jpg,2021
2021-04-28,Maggie's Song,Chris Stapleton,18,18.0,1,,,2021
2011-01-12,Magic,B.o.B Featuring Rivers Cuomo,44,47.0,7,22.0,,2011
2014-05-21,Magic,Coldplay,36,34.0,7,9.0,,2014
2022-08-17,Magic,Olivia Newton-John,11,11.0,1,,https://charts-static.billboard.com/img/2022/08/olivia-newton-john-k57-magic-crr-180x180.jpg,2022
2009-09-09,Magic,Selena Gomez,49,48.0,24,4.0,,2009
2021-08-25,Magic City Cowboy,Jamie Ray,44,44.0,1,,https://charts-static.billboard.com/img/2021/08/jamieray-000-magiccitycowboy-ti7-180x180.jpg,2021
2015-10-14,Magnets,Disclosure Featuring Lorde,46,46.0,1,,,2015
2021-03-03,Main Thing,Ariana Grande,24,24.0,1,,,2021
2022-06-08,Main Titles (You’ve Been Called Back To Top Gun),Harold Faltermeyer| Lady Gaga| Hans Zimmer & Lorne Balfe,29,29.0,1,,,2022
2018-08-22,Majesty,Nicki Minaj Featuring Eminem & Labrinth,19,19.0,1,,,2018
2025-09-17,Make A Liar,Jackson Dean,10,10.0,1,,https://charts-static.billboard.com/img/2025/09/jacksondean-9lx-makealiar-4h6-180x180.jpg,2025
2010-03-31,Make A Wave,Disney's Friends For Change,50,50.0,1,,https://charts-static.billboard.com/img/2010/04/disneys-friends-for-change-c2m-91x91.jpg,2010
2009-09-16,Make Her Say,Kid Cudi Featuring Kanye West & Common,47,39.0,25,9.0,,2009
2014-12-24,Make It Rain,Ed Sheeran,12,6.0,6,2.0,,2014
2007-05-02,Make It Rain,Fat Joe Featuring Lil Wayne,50,32.0,13,25.0,https://charts-static.billboard.com/img/1993/07/fat-joe-ch0-180x180.jpg,2007
2015-05-06,Make It Rain,Koryn Hawthorne,22,22.0,1,,,2015
2014-12-24,Make It Rain,Matt McAndrew,22,22.0,1,,,2014
2020-03-04,Make It Right,BTS Featuring Lauv,45,8.0,4,,https://charts-static.billboard.com/img/2017/01/lauv-jt5-180x180.jpg,2020
2019-04-17,Make It Sweet,Old Dominion,30,26.0,3,,,2019
2022-10-19,Make It With You,Bread,37,37.0,1,,https://charts-static.billboard.com/img/2022/10/bread-i9a-makeitwithyou-czu-180x180.jpg,2022
2017-03-15,Make Love,Gucci Mane & Nicki Minaj,46,46.0,1,,,2017
2017-04-05,Make Me (Cry),Noah Cyrus Featuring Labrinth,28,25.0,23,12.0,https://charts-static.billboard.com/img/2016/12/noah-cyrus-1ay-180x180.jpg,2017
2007-09-19,Make Me Better,Fabolous Featuring Ne-Yo,47,43.0,13,13.0,,2007
2019-02-20,Make Me Feel,Janelle Monae,41,37.0,2,,,2019
2016-04-06,Make Me Like You,Gwen Stefani,46,12.0,3,,,2016
2012-02-08,Make Me Proud,Drake Featuring Nicki Minaj,44,47.0,4,15.0,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg,2012
2022-08-24,Make Me Say It Again Girl,Ronald Isley| Beyonce & The Isley Brothers,50,50.0,1,,https://charts-static.billboard.com/img/2022/08/ronald-isley-msk-makemesayitagaingirl-vvs-180x180.jpg,2022
2015-02-11,Make Me Wanna,Thomas Rhett,46,46.0,1,,,2015
2016-09-21,Make Me...,Britney Spears Featuring G-Eazy,15,3.0,3,6.0,,2016
2021-12-01,Make You Feel My Love,Adele,49,11.0,11,2.0,https://charts-static.billboard.com/img/2011/03/adele-0zg-makeyoufeelmylove-867-180x180.jpg,2021
2013-10-23,Make You Feel My Love,Glee Cast,28,28.0,1,,,2013
2016-09-21,Make You Miss Me,Sam Hunt,49,45.0,45,4.0,,2016
2006-08-16,MakeDamnSure,Taking Back Sunday,46,40.0,25,16.0,,2006
2023-10-04,Makeba,Jain,45,49.0,12,11.0,,2023
2007-08-22,Makes Me Happy,Drake Bell,45,73.0,45,2.0,,2007
2007-08-29,Makes Me Wonder,Maroon 5,49,36.0,1,17.0,,2007
2025-09-24,Making Love To Morgan Wallen,Limp Bzkt,23,23.0,1,,https://charts-static.billboard.com/img/1997/07/limp-bizkit-1a0-180x180.jpg,2025
2005-06-01,Making Memories Of Us,Keith Urban,47,47.0,47,4.0,https://charts-static.billboard.com/img/2005/05/keith-urban-ere-makingmemoriesofus-2zo-180x180.jpg,2005
2017-08-30,Malibu,Miley Cyrus,39,36.0,2,15.0,,2017
2022-05-11,Mama He's Crazy,The Judds,28,28.0,1,,https://charts-static.billboard.com/img/2022/05/the-judds-ld2-mamahescrazy-odo-180x180.jpg,2022
2016-10-19,Mama Said,Lukas Graham,40,29.0,10,9.0,,2016
2021-05-19,Mama's Boy,Ryan Griffin,17,17.0,1,,https://charts-static.billboard.com/img/2021/05/ryan-griffin-764-mamasboy-r5n-180x180.jpg,2021
2013-06-19,Mama's Broken Heart,Miranda Lambert,47,49.0,19,19.0,,2013
2009-10-28,Mama's Song,Carrie Underwood,43,43.0,1,,,2009
2025-08-20,Mama; I'm Coming Home,Ozzy Osbourne,20,5.0,1,5.0,https://charts-static.billboard.com/img/2012/06/ozzy-osbourne-pec-mamaimcominghome-bfe-180x180.jpg,2025
2020-04-22,Mamacita,Black Eyed Peas| Ozuna + J.Rey Soul,26,26.0,1,,https://charts-static.billboard.com/img/2016/04/ozuna-gin-180x180.jpg,2020
2022-05-18,Mamas,Anne Wilson & Hillary Scott,30,30.0,1,,https://charts-static.billboard.com/img/2021/05/annewilson-hvr-180x180.jpg,2022
2023-10-11,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,7,7.0,1,,https://charts-static.billboard.com/img/2023/10/thomas-rhett-d1j-mamawshouse-sll-180x180.jpg,2023
2008-08-06,Mamma Mia,Meryl Streep,48,48.0,1,,https://charts-static.billboard.com/img/2008/08/meryl-streep-e8r-180x180.jpg,2008
2025-09-24,Man I Need,Olivia Dean,19,19.0,1,,https://charts-static.billboard.com/img/2025/08/oliviadean-lxn-manineed-6bm-180x180.jpg,2025
2011-07-13,Man In The Mirror,Adam Levine & Javier Colon,24,24.0,1,,,2011
2011-12-21,Man In The Mirror,Glee Cast,50,50.0,1,,,2011
2009-08-05,Man In The Mirror,Michael Jackson,46,21.0,2,5.0,,2009
2025-03-05,Man In The Sky,Tom MacDonald,1,1.0,1,,https://charts-static.billboard.com/img/2025/03/tommacdonald-dci-maninthesky-5x6-180x180.jpg,2025
2023-03-15,Man Made A Bar,Morgan Wallen Featuring Eric Church,15,15.0,1,,https://charts-static.billboard.com/img/2023/03/morgan-wallen-z1m-manmadeabar-ud4-180x180.jpg,2023
2018-02-14,Man Of The Woods,Justin Timberlake,15,15.0,1,,,2018
2019-06-26,Man That Hung The Moon,Brantley Gilbert,38,38.0,1,,,2019
2025-07-02,Manchild,Sabrina Carpenter,13,8.0,3,3.0,https://charts-static.billboard.com/img/2025/06/sabrina-carpenter-3b3-manchild-pmd-180x180.jpg,2025
2007-02-21,Maneater,Nelly Furtado,49,54.0,9,22.0,,2007
2024-10-23,Mantra,JENNIE,10,10.0,1,,https://charts-static.billboard.com/img/2024/10/jennie-000-mantra-hxf-180x180.jpg,2024
2024-07-24,Many Men (Wish Death),50 Cent,14,14.0,1,,https://charts-static.billboard.com/img/2024/07/50-cent-cmu-manymenwishdeath-5rh-180x180.jpg,2024
2008-04-23,Many Rivers To Cross,Annie Lennox,39,39.0,1,,,2008
2014-11-12,Maps,Maroon 5,50,38.0,3,20.0,https://charts-static.billboard.com/img/2014/07/maroon-5-fyb-maps-bgy-180x180.jpg,2014
2020-07-08,March March,The Chicks,5,5.0,1,,,2020
2008-08-20,Marco Polo,Bow Wow Featuring Soulja Boy Tell'em,36,75.0,36,2.0,,2008
2023-09-20,Margaritaville,Jimmy Buffett,18,1.0,1,4.0,https://charts-static.billboard.com/img/2009/09/jimmy-buffett-w3m-margaritaville-0tz-180x180.jpg,2023
2010-11-24,Marijuana,Kid Cudi,29,29.0,1,,,2010
2018-09-26,Mariners Apartment Complex,Lana Del Rey,42,42.0,1,,,2018
2015-12-02,Mark My Words,Justin Bieber,49,49.0,1,,,2015
2017-08-16,Marmalade,Macklemore Featuring Lil Yachty,37,37.0,1,,,2017
2022-11-02,Maroon,Taylor Swift,31,31.0,1,,,2022
2014-01-15,Marry Me,Jason Derulo,49,29.0,12,16.0,,2014
2022-02-23,Marry Me,Jennifer Lopez & Maluma,37,37.0,1,,,2022
2018-04-25,Marry Me,Thomas Rhett,29,46.0,15,22.0,,2018
2011-04-13,Marry Me,Train,42,43.0,23,14.0,https://charts-static.billboard.com/img/2010/11/train-z35-106x106.jpg,2011
2012-01-18,Marry The Night,Lady Gaga,40,46.0,30,7.0,,2012
2010-12-15,Marry You,Glee Cast,31,14.0,14,2.0,,2010
2011-11-02,Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,47,42.0,39,10.0,,2011
2015-12-09,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,47,9.0,19,,,2015
2011-09-07,Marvins Room,Drake,42,37.0,12,6.0,https://charts-static.billboard.com/img/2011/08/drake-bg5-marvinsroom-une-180x180.jpg,2011
2016-01-06,Mary Did You Know,Jordan Smith,38,1.0,1,2.0,,2016
2017-10-18,Mary Jane's Last Dance,Tom Petty And The Heartbreakers,25,25.0,1,,,2017
2019-09-25,Mary On A Cross,Ghost,47,47.0,1,,,2019
2021-12-29,Mary; Did You Know?,Pentatonix,46,22.0,23,,https://charts-static.billboard.com/img/2011/12/pentatonix-bsy-180x180.jpg,2021
2017-07-19,Mask Off,Future,35,28.0,11,18.0,,2017
2022-06-29,Massive,Drake,42,42.0,1,,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg,2022
2023-04-19,Massive,Linkin Park,50,50.0,1,,,2023
2022-08-10,Master Of Puppets,Metallica,35,35.0,3,5.0,,2022
2015-03-25,Masterpiece,Jessie J,33,22.0,3,,,2015
2022-04-27,Masterpiece,Motionless In White,37,37.0,1,,,2022
2020-12-23,Matches,Britney Spears & Backstreet Boys,11,11.0,1,,,2020
2017-01-25,May We All,Florida Georgia Line Featuring Tim McGraw,40,41.0,16,20.0,,2017
2004-11-17,Maybe I'm Amazed (Soundtrack Version),Jem,47,47.0,1,,,2004
2013-07-03,Maybe It Was Memphis,Danielle Bradbery,40,35.0,2,,,2013
2019-03-06,Maybe It's Time,Bradley Cooper,32,6.0,5,,,2019
2009-10-14,Maybe This Time,Glee Cast Featuring Kristin Chenoweth,49,49.0,1,,,2009
2013-10-23,Maybe You're Right,Miley Cyrus,49,49.0,1,,,2013
2024-12-04,Mayday,Three Days Grace,25,25.0,1,,https://charts-static.billboard.com/img/2024/12/three-days-grace-5su-mayday-27z-180x180.jpg,2024
2023-04-26,Me,Kelly Clarkson,6,6.0,1,,https://charts-static.billboard.com/img/2023/04/kelly-clarkson-w89-me-3ny-180x180.jpg,2023
2006-09-27,Me & U,Cassie,43,35.0,6,18.0,,2006
2010-10-13,Me Against The Music,Glee Cast,30,30.0,1,,,2010
2016-12-14,Me And Jesus,Sundance Head,15,15.0,1,,,2016
2014-07-09,Me And My Broken Heart,Rixton,38,35.0,7,12.0,,2014
2020-09-30,Me Gusta,Anitta Featuring Cardi B & Myke Towers,27,27.0,1,,https://charts-static.billboard.com/img/2020/10/anitta-wxe-megusta-auj-180x180.jpg,2020
2007-11-07,Me Love,Sean Kingston,48,34.0,6,13.0,,2007
2023-03-15,Me Myself And I,De La Soul,13,13.0,1,,https://charts-static.billboard.com/img/2023/03/de-la-soul-f3d-memyselfandi-kze-180x180.jpg,2023
2022-07-20,Me On You,Muscadine Bloodline,8,8.0,1,,https://charts-static.billboard.com/img/2022/07/muscadine-bloodline-9az-meonyou-3yn-180x180.jpg,2022
2016-10-19,Me Too,Meghan Trainor,47,39.0,4,21.0,,2016
2024-06-26,Me Vs. You,Tom MacDonald,10,10.0,1,,https://charts-static.billboard.com/img/2024/06/tommacdonald-dci-mevsyou-yrk-180x180.jpg,2024
2016-05-18,Me; Myself & I,G-Eazy x Bebe Rexha,43,6.0,19,,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-meu-180x180.jpg,2016
2012-02-29,Mean,Taylor Swift,37,2.0,20,,,2012
2019-11-27,Mean It,Lauv & LANY,49,49.0,1,,https://charts-static.billboard.com/img/2017/01/lauv-jt5-180x180.jpg,2019
2022-01-12,Meant To Be,Bebe Rexha & Florida Georgia Line,47,2.0,52,,,2022
2014-09-03,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,45,46.0,31,5.0,,2014
2019-02-13,Medicate,Gabbie Hanna,31,31.0,1,,,2019
2019-04-17,Medicine,Jennifer Lopez & French Montana,32,32.0,1,,,2019
2022-03-09,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,37,42.0,8,23.0,https://charts-static.billboard.com/img/2021/06/theanxietywillowtylercole-sf1-180x180.jpg,2022
2010-03-10,Meet Me Halfway,The Black Eyed Peas,49,49.0,3,23.0,,2010
2024-05-15,Meet The Grahams,Kendrick Lamar,7,7.0,1,,https://charts-static.billboard.com/img/2024/05/kendrick-lamar-2un-meetthegrahams-9io-180x180.jpg,2024
2023-04-19,Meeting The Master,Greta Van Fleet,43,43.0,1,,https://charts-static.billboard.com/img/2017/04/greta-van-fleet-gc7-180x180.jpg,2023
2011-09-14,MegaMan,Lil Wayne,28,28.0,1,,,2011
2025-01-01,Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,21,25.0,21,8.0,https://charts-static.billboard.com/img/2010/11/bing-crosby-000-melekalikimakamerrychristmas-8lp-180x180.jpg,2025
2023-08-09,Meltdown,Travis Scott Featuring Drake,36,36.0,1,,https://charts-static.billboard.com/img/2013/07/travis-scott-a4t-180x180.jpg,2023
2021-01-13,Memories,Maroon 5,49,48.0,1,48.0,https://charts-static.billboard.com/img/2019/10/maroon-5-fyb-memories-a8y-180x180.jpg,2021
2021-08-18,Memorize You,Laine Hardy,50,41.0,3,,https://charts-static.billboard.com/img/2021/05/lainehardy-000-memorizeyou-5cw-180x180.jpg,2021
2021-10-27,Memory,Kane Brown X blackbear,41,40.0,9,12.0,https://charts-static.billboard.com/img/2021/07/kane-brown-ag5-memory-wca-180x180.jpg,2021
2021-10-20,Memory I Don't Mess With,Lee Brice,49,36.0,2,,https://charts-static.billboard.com/img/2020/10/lee-brice-vvw-memoryidontmesswith-coq-180x180.jpg,2021
2023-07-26,Memory Lane,Old Dominion,31,39.0,31,4.0,https://charts-static.billboard.com/img/2023/01/old-dominion-3ye-memorylane-foi-180x180.jpg,2023
2022-11-16,Mercy,Brett Young,46,10.0,21,,,2022
2012-08-01,Mercy,Dave Matthews Band,49,49.0,1,,,2012
2009-02-18,Mercy,Duffy,44,13.0,25,,,2009
2012-10-24,Mercy,Kanye West| Big Sean| Pusha T| 2 Chainz,40,39.0,9,28.0,,2012
2017-04-12,Mercy,Shawn Mendes,17,15.0,2,22.0,,2017
2025-01-01,Merry Christmas,Ed Sheeran & Elton John,17,4.0,9,,https://charts-static.billboard.com/img/2021/12/ed-sheeran-w3r-merrychristmas-kfq-180x180.jpg,2025
2019-08-21,Mess With My Head,Miranda Lambert,18,18.0,1,,,2019
2022-02-02,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,42,42.0,1,,https://charts-static.billboard.com/img/2021/11/taylor-swift-vug-messageinabottletaylorsversionfromthevault-idd-180x180.jpg,2022
2016-07-20,Messin' Around,Pitbull Featuring Enrique Iglesias,27,20.0,8,,,2016
2025-05-21,Messy,Lola Young,22,1.0,21,,https://charts-static.billboard.com/img/2024/12/lolayoung-000-messy-mjo-180x180.jpg,2025
2021-04-14,Met Him Last Night,Demi Lovato Featuring Ariana Grande,24,24.0,1,,,2021
2023-08-23,Mi Ex Tenia Razon,Karol G,39,39.0,1,,https://charts-static.billboard.com/img/2016/05/karol-g-7vn-180x180.jpg,2023
2018-01-10,Mi Gente,J Balvin & Willy William Featuring Beyonce,50,1.0,23,,,2018
2025-08-06,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,9,9.0,1,,https://charts-static.billboard.com/img/2025/08/morgan-wallen-eos-miami-t61-180x180.jpg,2025
2016-05-25,Middle,DJ Snake Featuring Bipolar Sunshine,47,44.0,16,10.0,,2016
2019-05-01,Middle Child,J. Cole,42,41.0,5,14.0,,2019
2023-05-31,Middle Ground,Maroon 5,32,32.0,1,,https://charts-static.billboard.com/img/2023/06/maroon-5-fyb-middleground-h8l-180x180.jpg,2023
2016-09-07,Middle Of A Memory,Cole Swindell,41,41.0,1,,,2016
2022-06-01,Middle Of The Night,Loveless,17,17.0,1,,https://charts-static.billboard.com/img/2022/06/loveless-whb-middleofthenight-5fv-180x180.jpg,2022
2020-04-22,Midnight,Alesso & Liam Payne,27,27.0,1,,,2020
2014-05-14,Midnight,Coldplay,40,11.0,11,3.0,,2014
2013-12-04,Midnight Memories,One Direction,18,18.0,1,,,2013
2022-11-02,Midnight Rain,Taylor Swift,46,46.0,1,,,2022
2021-01-20,Midnight Sky,Miley Cyrus,47,29.0,3,18.0,https://charts-static.billboard.com/img/2020/08/miley-cyrus-jca-midnightsky-m3e-180x180.jpg,2021
2019-04-24,Mikrokosmos,BTS,19,19.0,1,,,2019
2024-10-23,Miles On It,Marshmello & Kane Brown,18,14.0,11,23.0,https://charts-static.billboard.com/img/2024/05/marshmello-fo3-milesonit-jgz-180x180.jpg,2024
2018-07-18,Millidelphia,Meek Mill Featuring Swizz Beatz,45,45.0,1,,,2018
2024-09-18,Million Dollar Baby,Tommy Richman,25,25.0,4,18.0,https://charts-static.billboard.com/img/2024/05/tommyrichman-vhu-milliondollarbaby-sqe-180x180.jpg,2024
2016-12-14,Million Reasons,Christian Cuevas,32,32.0,1,,,2016
2017-05-03,Million Reasons,Lady Gaga,38,31.0,1,22.0,,2017
2015-12-09,Million Years Ago,Adele,28,28.0,1,,,2015
2019-02-13,Millionaire,Chris Stapleton,50,20.0,2,,,2019
2023-08-02,Mind Your Business,will.i.am & Britney Spears,12,12.0,1,,https://charts-static.billboard.com/img/2023/08/william-vyy-mindyourbusiness-l14-180x180.jpg,2023
2023-01-18,Mine,Bazzi,38,16.0,27,,,2023
2023-05-03,Mine,Kelly Clarkson,50,10.0,10,2.0,https://charts-static.billboard.com/img/2023/04/kelly-clarkson-w89-mine-oi5-180x180.jpg,2023
2011-01-12,Mine,Taylor Swift,35,42.0,1,18.0,https://charts-static.billboard.com/img/2010/08/taylor-swift-vug-mine-bw6-180x180.jpg,2011
2023-07-19,Mine (Taylor's Version),Taylor Swift,42,42.0,1,,,2023
2013-11-27,Mine Would Be You,Blake Shelton,43,22.0,22,16.0,,2013
2021-06-09,Minimum Wage,Blake Shelton,50,30.0,29,3.0,https://charts-static.billboard.com/img/2021/01/blake-shelton-d4t-minimumwage-9gr-180x180.jpg,2021
2012-02-29,Mirror,Lil Wayne Featuring Bruno Mars,50,36.0,6,7.0,,2012
2018-02-14,Mirrors,Justin Timberlake,38,3.0,34,,https://charts-static.billboard.com/img/2013/03/justin-timberlake-09b-mirrors-b9j-180x180.jpg,2018
2011-03-30,Misery,Glee Cast,25,25.0,1,,,2011
2016-03-30,Misery,Gwen Stefani,45,45.0,1,,,2016
2010-10-27,Misery,Maroon 5,47,42.0,15,17.0,https://charts-static.billboard.com/img/2010/07/maroon-5-fyb-misery-gf1-180x180.jpg,2010
2008-02-20,Misery Business,Paramore,50,38.0,11,31.0,https://charts-static.billboard.com/img/2007/07/paramore-bmh-miserybusiness-rdk-180x180.jpg,2008
2022-06-29,Miss Independent,Ne-Yo,43,17.0,24,,https://charts-static.billboard.com/img/2008/09/ne-yo-d8a-missindependent-f3c-180x180.jpg,2022
2013-07-31,Miss Jackson,Panic! At The Disco Featuring Lolo,27,27.0,1,,,2013
2010-06-23,Miss Me,Drake Featuring Lil Wayne,30,8.0,8,2.0,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg,2010
2019-06-19,Miss Me More,Kelsea Ballerini,36,37.0,22,25.0,,2019
2013-11-06,Miss Movin' On,Fifth Harmony,48,46.0,5,,,2013
2006-09-20,Miss Murder,AFI,49,55.0,13,17.0,,2006
2021-09-29,Miss Understood,Bhad Bhabie,8,8.0,1,,https://charts-static.billboard.com/img/2021/10/bhad-bhabie-uia-missunderstood-4ho-180x180.jpg,2021
2017-12-20,Miss You,Louis Tomlinson,15,15.0,1,,https://charts-static.billboard.com/img/2016/12/louis-tomlinson-gzp-180x180.jpg,2017
2005-08-31,Mississippi Girl,Faith Hill,48,34.0,32,12.0,,2005
2007-12-19,Mistletoe,Colbie Caillat,40,25.0,25,3.0,,2007
2022-12-14,Mistletoe,Justin Bieber,39,34.0,5,13.0,,2022
2014-05-28,Mmm Yeah,Austin Mahone Featuring Pitbull,45,41.0,24,12.0,,2014
2023-06-28,Mmmbop 2.0,Busted x Hanson,33,33.0,1,,https://charts-static.billboard.com/img/2023/07/busted-2yv-mmmbop20-ns1-180x180.jpg,2023
2019-01-30,Mo Bamba,Sheck Wes,43,30.0,9,15.0,,2019
2017-04-12,Mo Bounce,Iggy Azalea,46,46.0,1,,,2017
2023-03-15,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,28,17.0,16,3.0,https://charts-static.billboard.com/img/2023/03/the-notorious-big-z7h-momoneymoproblems-58d-180x180.jpg,2023
2005-05-11,Mockingbird,Eminem,47,39.0,11,16.0,https://charts-static.billboard.com/img/2005/01/eminem-9fn-mockingbird-cso-180x180.jpg,2005
2019-02-06,Moderation,Florence + The Machine,43,43.0,1,,,2019
2013-04-03,Molly,Tyga Featuring Cedric Gervais| Wiz Khalifa & Mally Mall,25,25.0,1,,,2013
2020-05-20,Mom,Meghan Trainor Featuring Kelli Trainor,22,22.0,1,,,2020
2011-05-18,Moment 4 Life,Nicki Minaj Featuring Drake,47,40.0,22,18.0,https://charts-static.billboard.com/img/2010/12/nicki-minaj-t5q-moment4life-8nt-180x180.jpg,2011
2025-06-04,Momma Song,Benson Boone,24,24.0,1,,https://charts-static.billboard.com/img/2025/06/bensonboone-941-mommasong-7zf-180x180.jpg,2025
2018-10-17,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,49,5.0,5,2.0,,2018
2025-04-09,Mona Lisa,j-hope,8,1.0,1,2.0,https://charts-static.billboard.com/img/2025/04/jhope-d66-monalisa-k95-180x180.jpg,2025
2023-11-01,Monaco,Bad Bunny,18,18.0,1,,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg,2023
2019-03-27,Money,Cardi B,49,47.0,5,22.0,,2019
2021-09-22,Money,LISA,8,8.0,1,,https://charts-static.billboard.com/img/2021/09/lisa-000-money-ex1-180x180.jpg,2021
